Indicateur;label;Population_generale;Personnes_agees;Enfants__adolescents__jeunes_adultes;Population_precaire;Personnes_handicapees;Femmes__accouchement_grossesse____Perinatalite;Diabete_et_autres_maladies_endocriniennes;Sante_mentale;Cancer;Maladie_de_l_appareil_genito_urinaire__dont_les_insuffisances_renales_chroniques_;Maladies_cardiovasculaires;Maladies_neurologiques_ou_degeneratives;Maladies_respiratoires_;Maladies_de_l_appareil_digestif;Maladies_infectieuses;Pathologies_du_systeme_osteo_articulaire;Traumatismes_et_pathologie_accidentelle;Autres_pathologies;Coordination_continuite;Qualite_et_securite_des_soins;Prevention_depistage;Accessibilite__geographique__financier__autres_;Habitudes_de_vie_et_addictions;Determinants_environnementaux;E_sante__systemes_d_information_de_sante__telesante__telemedecine_;Droits_d_usagers_democratie_sanitaire;Mesures_d_inegalites_et_de_disparites_territoriales_de_sante;Contexte_demographique_et_socio_economique;Offre_de_soins;Offre_medico_sociale;Recours_aux_soins;Protection_sociale;Depenses_de_sante;Etat_de_sante;index
Nombre de retraités exonérés de la CSG de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4614
Part des retraités exonérés de la CSG de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4615
Nombre de seniors bénéficiant de la CMUC - interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4616
Part des seniors bénéficiant de la CMUC - interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4617
Nombre de bénéficiaires d’une pension de réversion de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4618
Part des bénéficiaires d’une pension de réversion de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4619
Nombre total des retraités bénéficiaires d'une pension ex invalide au titre de l'inaptitude de l'interrégime selon la classe d'âge;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4620
Part des retraités bénéficiaires d'une pension ex invalide au titre de l'inaptitude de l'interrégime selon la classe d'âge;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4621
Nombre de seniors de l'interrégime bénéficiaires d'une pension d'invalidité  selon la classe d'âge;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4622
Part des seniors de l'interrégime bénéficiaires d'une pension d'invalidité  selon la classe d'âge;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4623
Nombre de retraités bénéficiaires de la majoration tierce personne de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4624
Part des retraités bénéficiaires de la majoration tierce personne de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4625
Nombre de seniors sans recours aux soins dans les 12 derniers mois de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4626
Part des seniors sans recours aux soins dans les 12 derniers mois de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4627
Nombre de seniors sans médecin traitant de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4628
Part des seniors sans médecin traitant de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4629
Nombre de seniors hospitalisés dans le privé au cours des 12 derniers mois - interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4630
Part des seniors hospitalisés dans le privé au cours des 12 derniers mois de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4631
Nombre de seniors en ALD de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4632
Part des seniors en ALD de l'interrégime selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4633
Nombre de retraités à risque de fragilité de l'interrégime selon la classe d'âge;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4635
Nombre de seniors en ALD de la MSA selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4657
Part des seniors en ALD de la MSA selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4658
Mémoire-  MSA - Nombre d'actions selon le type de public;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;4667
Alimentation/ Nutrition- RSI - Nombre d'actions selon le type de public;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4672
Sécurité routière selon le type de financeur;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4716
Nombre d'assurés sociaux sans médecin traitant déclaré du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4727
Nombre d'assurés bénéficiaires de la CMU-C du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4729
Part des assurés bénéficiaires de la CMU-C du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4730
Nombre d'assurés du régime général bénéficiaires de l’ACS selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4731
Part des assurés du régime général bénéficiaires de l’ACS selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4732
Nombre d'assurés du régime général n’ayant pas eu une consultation de généraliste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4735
Part des assurés du régime général n’ayant pas eu une consultation de généraliste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4736
Nombre d’assurés du régime général sans recours aux soins au cours des 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4737
Part des assurés du régime général sans recours aux soins au cours des 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4738
Part des salariés, par lieu de travail, travaillant dans le secteur du bâtiment et de l’industrie;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4742
Nombre de bénéficiaires d'une pension d'invalidité du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4743
Part des bénéficiaires du régime générald'une pension d'invalidité selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4744
Nombre de bénéficiaires d'un versement de pension d'invalidité avec ASI du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4745
Part des bénéficiaires d'un versement de pension d'invalidité avec ASI du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4746
Nombre de bénéficiaires d'un versement de pension d'invalidité 1ère catégorie du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4747
Part des bénéficiaires d'une pension d'invalidité 1ère catégorie du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4748
Nombre de bénéficiaires d'une pension d'invalidité du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4749
Part des bénéficiaires d'une pension d'invalidité du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4750
Nombre de bénéficiaires d'une pension d'invalidité avec ASI du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4751
Part des bénéficiaires d'une pension d'invalidité avec ASI du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4752
Nombre de bénéficiaires d'une pension d'invalidité 1ère catégorie du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4753
Part des bénéficiaires d'une pension d'invalidité 1ère catégorie du régime général selon la classe d'âge;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;4754
Nombre de bénéficiaires sans médecin traitant déclaré du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4755
Nombre de bénéficiaires de la CMU-C du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;4757
Part des bénéficiaires de la CMU-C du régime général selon la classe d'âge;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4758
Nombre de bénéficiaires de l’ACS du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4759
Part des bénéficiaires de l’ACS du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;4760
Nombre de bénéficiaires en affection de longue durée (ALD) du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4761
Part des bénéficiaires en affection de longue durée (ALD) du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;4762
Nombre de bénéficiaires du régime général n’ayant pas eu une consultation de généraliste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4763
Part des bénéficiaires du régime général n’ayant pas eu une consultation de généraliste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4764
Nombre de bénéficiaires du régime général n’ayant pas eu une consultation de dentiste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4765
Part des bénéficiaires du régime général n’ayant pas eu une consultation de dentiste sur les 24 derniers mois selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4766
Nombre de bénéficiaires sans recours aux soins au cours des 24 derniers mois du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4767
Part des bénéficiaires sans recours aux soins au cours des 24 derniers mois du régime général selon la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4768
Nombre de bénéficiaires du régime général de 55 ans et plus sans recours aux soins au cours des 12 derniers mois selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4769
Part des bénéficiaires du régime général de 55 ans et plus sans recours aux soins au cours des 12 derniers mois selon la classe d'âge;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4770
Nombre de bénéficiaires femmes du régime général sans consultation chez un gynécologue sur les 24 derniers mois selon la classe d'âge;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4771
Part des bénéficiaires femmes du régime général sans consultation chez un gynécologue sur les 24 derniers mois selon la classe d'âge;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4772
Nombre de médecins généralistes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4787
Nombre de CSIP (Centres de soins infirmiers ou polyvalents);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4842
Nombre de masseurs-kinésithérapeutes actifs;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;4856
Part des actes consommés auprès des masseurs-kinésithérapeutes de la commune par rapport à la consommation totale (consommation intra-communale);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4872
Nombre de bénéficiaires de soins dentaires par habitant;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4880
Coefficient total d'actes de prothèse dentaire (SPR) produits;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4888
Effectif de décès annuel par Maladies infectieuses et parasitaires et par sous-chapitre, selon le sexe et la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4946
Effectif de décès annuel par Maladies du système ostéo-articulaire, des muscles et du tissu conjonctif et par sous-chapitre, selon le sexe et la classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4956
Taux brut de décès annuel Toutes causes confondues par  sexe et classe d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4963
Effectif moyens de décès sur 3 ans par Tumeurs et par sous-chapitre, selon le sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4983
Taux standardisé de décès par Troubles mentaux et du comportementpar sexe, selon la population de référence IARC76EUR;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5040
Part des décès par Maladies de l'appareil digestif par rapport à la mortalité générale chez les femmes;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5095
Part des décès par Maladies infectieuses et parasitaires par âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5104
Indice de surmortalité masculine Causes externes de blessures et d'empoisonnement selon la population de référence RP2006;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5138
Indice de surmortalité masculine Maladies endocriniennes, nutritionnelles et métaboliques selon la population de référence IARC76EUR;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;5161
Taux d'exclusion brut par tranche d'âge, chez les femmes;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5205
Nombre de personnes ayant un test positif, par âge et par sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5219
Nombre de personnes ayant au moins un adénome avancé détecté (définition 3 : Nombre d'adénomes supérieur ou égal à 3 OU taille supérieure ou égale à 10 mm OU dysplasie de haut grade), par âge et par sexe;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5253
N10- Nombre de biopsies effectuées par tranche d'âge, selon antécédents;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5307
Proportion des cas d'infections invasives à méningocoques par groupe d'âge tous sexes confondus;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5378
Cas de sida par classe d'âge et par année de diagnostic;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;5405
Effectifs de mortalité par traumatismes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5426
Taux spécifiques de mortalité par traumatismes, par tranche d'âge, chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5428
Taux spécifiques de mortalité par intoxications, par tranche d'âge, chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5470
Taux spécifiques de mortalité par traumatismes autres précisés, par tranche d'âge, chez les hommes;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5477
Taux spécifiques de mortalité par traumatismes autres précisés, par tranche d'âge, chez les femmes;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5478
Taux standardisés de mortalité par traumatismes autres non précisés, par tranche d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5486
Taux standardisés de mortalité par suicides, par tranche d'âge;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5493
Durée moyenne de séjour (DMS)  en centres de traitements des brûlés (CTB) pour brûlures peu graves;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;5524
Dépenses réalisées de prévention cancer;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5553
Versements réalisés aux établissements et services pour personnes handicapées par type de versement;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5588
Dépenses réalisées pour les fonds d’aide aux services à domicile ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5597
Part des Dépenses réalisées des fonds de prévention de l'assurance maladie (hors contribution aux ARS) dans les Dépenses réalisées nationales;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5609
Part des Dépenses réalisées pour MAIA dans les Dépenses réalisées nationales;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5643
Variation annuelle des Dépenses réalisées de prévention des maladies chroniques et qualité de vie des malades dans les Dépenses réalisées nationales;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5652
Variation annuelle des Dépenses réalisées pour les fonds d’aide aux services à domicile  dans les Dépenses réalisées nationales;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5697
Variation annuelle des Autres dépenses sanitaires et médico-sociales réalisées par type de dépense dans les dépenses nationales;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5699
Dépenses réalisées des régimes d'assurance maladie (hors contribution aux dépenses des ESMS pour personnes âgées et handicapées);1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5700
FIR - Dépenses réalisées au titre de la promotion de la santé, de la prévention des maladies, des traumatismes, du handicap et de la perte d’autonomie;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;5707
Dépenses réalisées totales des régimes d'assurance maladie et de la Caisse nationale de solidarité pour l'autonomie (CNSA) (décaissements) ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5712
Part des FIR - Dépenses réalisées au titre de l'organisation, la promotion de parcours de santé coordonnés ainsi que la qualité et la sécurité de l’offre sanitaire et médico-sociale dans les dépenses nationales;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5727
Variation annuelle des Dépenses réalisées des activités de psychiatrie des établissements de santé par catégorie - hors FIR;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5746
Dépenses remboursables en honoraires privés des auxiliaires médicaux - optique production de soins;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;5761
TDP = Score de conformité du dossier patient selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5822
Fonds de Roulement Net Global (FRNG) en jours de charges courantes Public et ESPIC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5874
Nombre d'ATU selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5894
Niveau de la maternité selon statut de l'établissement;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5919
Fonds de Roulement Net Global Public et ESPIC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5935
Trésorerie Public et ESPIC;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5937
Recettes MIGAC Privé;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5942
ETP médicaux selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5956
Taux d'informatisation des résultats d'imagerie, de biologie et d'anatomo-pathologie selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5976
Taux d'informatisation du DPII (Dossier patient informatisé et interopérable) et communication extérieure selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5977
Taux d'informatisation de la prescription électronique alimentant le plan de soins selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5978
Taux d'informatisation de la programmation des ressources et agenda du patient selon statut de l'établissement;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;5979
